Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
cadena-rustica-hombre,Cadena Rustica Hombre,"<p>Cadena de Oro Laminado Italiano 18K con diseño clásico y acabado brillante. Perfecta para usar sola o con otros accesorios, combina elegancia y durabilidad. Una pieza resistente que mantiene su belleza a lo largo del tiempo, ideal para realzar cualquier look. Todas nuestras joyas son contramarcadas en sus broches (por un lado el doble lingote que nos identifica y por le otro el 18K).</p>
<p>Incluye:</p>
<ul>
<li>Cadena Lazo 65 cms disponible en 2 medidas (6mm y 8mm).</li>
<li>Caja Magnética de Lujo pagando por PayU.</li>
<li>Certificado de Calidad y Garantía de por vida.</li>
</ul>",KEVIN JEWELRY,Ropa y accesorios > Joyería > Collares,"","Cadenas, Hombre, Oro laminado",true,Medida,4mm/65cmm,,,,,,,,'42598,0.0,shopify,49,deny,manual,63.00,100.00,true,false,,,,,"",https://cdn.shopify.com/s/files/1/0880/9879/9916/files/CADENA_RUSTICA_6MM.jpg?v=1769815042,1,"",false,Cadena de Oro Laminado: Elegancia y Durabilidad a tu Alcance,Cadena de Oro Laminado: Elegancia y Durabilidad a tu Alcance,,g,,,active
cadena-rustica-hombre,,,,,,,,,6mm/65cm,,,,,,,,'42600,0.0,shopify,50,deny,manual,82.00,127.00,true,false,,,,,"",https://cdn.shopify.com/s/files/1/0880/9879/9916/files/CADENA-RUSTICA_20ad8630-d531-4d85-be5c-3605b5cd06a6.webp?v=1769810755,2,"",,,,,kg,,,
cadena-rustica-hombre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0880/9879/9916/files/CADENA_RUSTICA_4MM.jpg?v=1769810755,3,"",,,,,,,,
cadena-rustica-hombre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0880/9879/9916/files/CADENA_RUSTICA_6MM_2.jpg?v=1769815042,4,"",,,,,,,,
cadena-rustica-hombre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0880/9879/9916/files/CADENARUSTICA6MM_5_0e9b4de4-7a87-4f1f-9119-3ba4c8778e12.jpg?v=1769810755,5,"",,,,,,,,
cadena-veneciana-hombre,Cadena Veneciana Hombre,"<p>Cadena de Oro Laminado Italiano 18K con diseño clásico y acabado brillante. Perfecta para usar sola o con otros accesorios, combina elegancia y durabilidad. Una pieza resistente que mantiene su belleza a lo largo del tiempo, ideal para realzar cualquier look. Todas nuestras joyas son contramarcadas en sus broches (por un lado el doble lingote que nos identifica y por le otro el 18K).</p>
<p>Incluye:</p>
<ul>
<li>Cadena Veneciana 65 cms disponible en 2 medidas (4mm y 6mm).</li>
<li>Caja Magnética de Lujo pagando por PayU.</li>
<li>Certificado de Calidad y Garantía de por vida.</li>
</ul>",KEVIN JEWELRY,Ropa y accesorios > Joyería > Collares,"","Cadenas, Hombre, Oro laminado",true,Medida,3mm/65cm,,,,,,,,'42693,0.0,shopify,50,deny,manual,59.00,85.00,true,false,,,,,"",https://cdn.shopify.com/s/files/1/0880/9879/9916/files/CADENAVENECIANA6MM_3_3426fd26-a5b7-4e89-8b76-385a5f57d11c.jpg?v=1767497140,1,"",false,Cadena de Oro Laminado: Elegancia y Durabilidad a tu Alcance,Cadena de Oro Laminado: Elegancia y Durabilidad a tu Alcance,,g,,,active
cadena-veneciana-hombre,,,,,,,,,4mm/65cm,,,,,,,,'42695,0.0,shopify,50,deny,manual,63.00,90.00,true,false,,,,,"",https://cdn.shopify.com/s/files/1/0880/9879/9916/files/BLANCO_VENECIANA-4MM.jpg?v=1769456180,2,"",,,,,g,,,
cadena-veneciana-hombre,,,,,,,,,6mm/65cm,,,,,,,,'42700,0.0,shopify,50,deny,manual,82.00,117.00,true,false,,,,,"",https://cdn.shopify.com/s/files/1/0880/9879/9916/files/CADENAVENECIANA3MM_3.jpg?v=1769456180,3,"",,,,,kg,,,
cadena-veneciana-hombre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0880/9879/9916/files/CADENAVENECIANA3MM_4.jpg?v=1769456180,4,"",,,,,,,,
cadena-veneciana-hombre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0880/9879/9916/files/CADENAVENECIANA4MM_2.jpg?v=1769456180,5,"",,,,,,,,
cadena-chinesa-hombre,Cadena Chinesca Hombre,"<p>Cadena de Oro Laminado Italiano 18K con diseño clasico y acabado brillante. Perfecta para usar sola o con otros accesorios, combina elegancia y durabilidad. Una pieza resistente que mantiene su belleza a lo largo del tiempo, ideal para realzar cualquier look. Todas nuestras joyas son contramarcadas en sus broches (por un lado el doble lingote que nos identifica y por le otro el 18K).</p>
<p>Incluye:</p>
<ul>
<li>Cadena Chinesca 65 cms disponible en 2 medidas (6mm y 9mm).</li>
<li>Caja Magnética de Lujo pagando por PayU.</li>
<li>Certificado de Calidad y Garantía de por vida.</li>
</ul>",KEVIN JEWELRY,Ropa y accesorios > Joyería > Collares,"","Cadenas, Hombre, Oro laminado",true,Medida,4mm/65cm,,,,,,,,'44883,0.0,shopify,46,deny,manual,65.00,90.00,true,false,,,,,"",https://cdn.shopify.com/s/files/1/0880/9879/9916/files/CADENA_CHINA_8MM.jpg?v=1769810147,1,"",false,Cadena de Oro Laminado: Elegancia y Durabilidad a tu Alcance,Cadena de Oro Laminado: Elegancia y Durabilidad a tu Alcance,,g,,,active
cadena-chinesa-hombre,,,,,,,,,6mm/65cm,,,,,,,,'44888,0.0,shopify,49,deny,manual,73.00,125.00,true,false,,,,,"",https://cdn.shopify.com/s/files/1/0880/9879/9916/files/BLANCA_CHINESCA-4MM_1f3d34c3-0912-41fc-a6af-32b444ec4d9b.jpg?v=1769810147,2,"",,,,,g,,,
cadena-chinesa-hombre,,,,,,,,,8mm/65cm,,,,,,,,'44890,0.0,shopify,49,deny,manual,82.00,117.00,true,false,,,,,"",https://cdn.shopify.com/s/files/1/0880/9879/9916/files/CADENA_CHINA_6MM.jpg?v=1769814891,3,"",,,,,kg,,,
cadena-chinesa-hombre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0880/9879/9916/files/CADENACHINA4MM.jpg?v=1769810147,4,"",,,,,,,,
cadena-chinesa-hombre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0880/9879/9916/files/CADENACHINA8MM_3.jpg?v=1769810147,5,"",,,,,,,,
cadena-chinesa-hombre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0880/9879/9916/files/CADENACHINA6MM_91b1f194-f82e-4cc3-b9b7-0b6776f3e775.jpg?v=1769810147,6,"",,,,,,,,
cadena-cartier-hombre,Cadena Eslabón Hombre,"<p>Cadena de Oro Laminado Italiano 18K con diseño clásico y acabado brillante. Perfecta para usar sola o con otros accesorios, combina elegancia y durabilidad. Una pieza resistente que mantiene su belleza a lo largo del tiempo, ideal para realzar cualquier look. Todas nuestras joyas son contramarcadas en sus broches (por un lado el doble lingote que nos identifica y por le otro el 18K).</p>
<p>Incluye:</p>
<ul>
<li>Cadena Cartier de 65 cms disponible en 2 medidas (6mm y 8.5mm).</li>
<li>Caja Magnética de Lujo pagando por PayU.</li>
<li>Certificado de Calidad y Garantía de por vida.<br>
</li>
</ul>",KEVIN JEWELRY,Ropa y accesorios > Joyería > Collares,"","Cadenas, Hombre, Oro laminado",true,Medida,4mm/65cm,,,,,,,,'42498,0.0,shopify,48,deny,manual,63.00,90.00,true,false,,,,,"",https://cdn.shopify.com/s/files/1/0880/9879/9916/files/CADENACARTIER7MM_05f20355-bbe1-48a6-afd1-cf6a489ba84f.jpg?v=1767497144,1,"",false,Cadena de Oro Laminado: Elegancia y Durabilidad a tu Alcance,Cadena de Oro Laminado: Elegancia y Durabilidad a tu Alcance,,g,,,active
cadena-cartier-hombre,,,,,,,,,6mm/65cm,,,,,,,,'42500,0.0,shopify,50,deny,manual,73.00,103.00,true,false,,,,,"",https://cdn.shopify.com/s/files/1/0880/9879/9916/files/BLANCO-CARTER-4MM.jpg?v=1769456092,2,"",,,,,g,,,
cadena-cartier-hombre,,,,,,,,,8mm/65cm,,,,,,,,'42520,0.0,shopify,50,deny,manual,82.00,117.00,true,false,,,,,"",https://cdn.shopify.com/s/files/1/0880/9879/9916/files/CADENACARTIER7MM_2_5f5dc4ee-9237-4876-93f1-ead42d0b5d9c.jpg?v=1769456092,3,"",,,,,kg,,,
cadena-cartier-hombre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0880/9879/9916/files/CADENACARTIER9MM_2.jpg?v=1769456092,4,"",,,,,,,,
cadena-cartier-hombre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0880/9879/9916/files/DSC_0286.jpg?v=1769456092,5,"",,,,,,,,
cadena-cartier-hombre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0880/9879/9916/files/DSC_0287.jpg?v=1769456092,6,"",,,,,,,,
cadena-lazo-hombre,Cadena Lazo Hombre,"<p>Cadena de Oro Laminado Italiano 18K con diseño clásico y acabado brillante. Perfecta para usar sola o con otros accesorios, combina elegancia y durabilidad. Una pieza resistente que mantiene su belleza a lo largo del tiempo, ideal para realzar cualquier look. Todas nuestras joyas son contramarcadas en sus broches (por un lado el doble lingote que nos identifica y por le otro el 18K).</p>
<p>Incluye:</p>
<ul>
<li>Cadena Lazo 65 cms disponible en 2 medidas (6mm y 8mm).</li>
<li>Caja Magnética de Lujo pagando por PayU.</li>
<li>Certificado de Calidad y Garantía de por vida.</li>
</ul>",KEVIN JEWELRY,Ropa y accesorios > Joyería > Collares,"","Cadenas, Hombre, Oro laminado",true,Medida,4mm/65cm,,,,,,,,'42793,0.0,shopify,49,deny,manual,63.00,90.00,true,false,,,,,"",https://cdn.shopify.com/s/files/1/0880/9879/9916/files/CADENALAZO6MM_3_bd797248-7dc7-4e4f-8d4a-02cb89f4ca25.jpg?v=1767497147,1,"",false,Cadena de Oro Laminado: Elegancia y Durabilidad a tu Alcance,Cadena de Oro Laminado: Elegancia y Durabilidad a tu Alcance,,g,,,active
cadena-lazo-hombre,,,,,,,,,6mm/65cm,,,,,,,,'42800,0.0,shopify,48,deny,manual,73.00,103.00,true,false,,,,,"",https://cdn.shopify.com/s/files/1/0880/9879/9916/files/BLANCA_LAZO-4MM.jpg?v=1769648385,2,"",,,,,g,,,
cadena-lazo-hombre,,,,,,,,,8mm/65cm,,,,,,,,'42830,0.0,shopify,49,deny,manual,82.00,117.00,true,false,,,,,"",https://cdn.shopify.com/s/files/1/0880/9879/9916/files/DSC_0325.jpg?v=1771294309,3,"",,,,,kg,,,
cadena-lazo-hombre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0880/9879/9916/files/CADENALAZO4MM_2.jpg?v=1769456054,4,"",,,,,,,,
cadena-lazo-hombre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0880/9879/9916/files/CADENALAZO4MM_4_68b1d54e-dcae-47dd-ab0a-8c4fb855542b.jpg?v=1769456054,5,"",,,,,,,,
cadena-serpiente-hombre,Cadena Serpiente Hombre,"<p>Cadena de Oro Laminado Italiano 18K con diseño clásico y acabado brillante. Perfecta para usar sola o con otros accesorios, combina elegancia y durabilidad. Una pieza resistente que mantiene su belleza a lo largo del tiempo, ideal para realzar cualquier look. Todas nuestras joyas son contramarcadas en sus broches (por un lado el doble lingote que nos identifica y por le otro el 18K).</p>
<p>Incluye:</p>
<ul>
<li>Cadena Serpiente 65 cms disponible en 2 medidas (6mm y 8.5mm).</li>
<li>Caja Magnética de Lujo pagando por PayU.</li>
<li>Certificado de Calidad y Garantía de por vida.</li>
</ul>",KEVIN JEWELRY,Ropa y accesorios > Joyería > Collares,"","Cadenas, Hombre, Oro laminado",true,Medida,4mm/65cm,,,,,,,,'42287,0.0,shopify,46,deny,manual,63.00,90.00,true,false,,,,,"",https://cdn.shopify.com/s/files/1/0880/9879/9916/files/CADENA-SERPIENTE-6MM_6ed8e0d2-dad3-4d01-8206-4549142c6aa0.webp?v=1769813037,1,"",false,Cadena de Oro Laminado: Elegancia y Durabilidad a tu Alcance,Cadena de Oro Laminado: Elegancia y Durabilidad a tu Alcance,,g,,,active
cadena-serpiente-hombre,,,,,,,,,6mm/65vm,,,,,,,,'42300,0.0,shopify,48,deny,manual,73.00,103.00,true,false,,,,,"",https://cdn.shopify.com/s/files/1/0880/9879/9916/files/CADENA_SERPIENTE_6MM.jpg?v=1769813037,2,"",,,,,g,,,
cadena-serpiente-hombre,,,,,,,,,8mm/65cm,,,,,,,,'42320,0.0,shopify,47,deny,manual,82.00,117.00,true,false,,,,,"",https://cdn.shopify.com/s/files/1/0880/9879/9916/files/CADENASERPIENTE4MM_3.jpg?v=1769812714,3,"",,,,,kg,,,
cadena-serpiente-hombre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0880/9879/9916/files/CADENASERPIENTE4MM.jpg?v=1769812714,4,"",,,,,,,,
cadena-serpiente-hombre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0880/9879/9916/files/CADENASERPIENTE8MM_2.jpg?v=1769812714,5,"",,,,,,,,
cadena-granocafe-hombre,Cadena Grano de Café Hombre,"<p>Cadena de Oro Laminado Italiano 18K con diseño clásico y acabado brillante. Perfecta para usar sola o con otros accesorios, combina elegancia y durabilidad. Una pieza resistente que mantiene su belleza a lo largo del tiempo, ideal para realzar cualquier look. Todas nuestras joyas son contramarcadas en sus broches (por un lado el doble lingote que nos identifica y por le otro el 18K).</p>
<p>Incluye:</p>
<ul>
<li>Cadena Gucci 65 cms y 6 mm de grosor.</li>
<li>Caja Magnética de Lujo pagando por PayU.</li>
<li>Certificado de Calidad y Garantía de por vida.</li>
</ul>",KEVIN JEWELRY,Ropa y accesorios > Joyería > Collares,"","Cadenas, Hombre, Oro laminado",true,Medida,6mm/65cm,,,,,,,,'42900,0.0,shopify,47,deny,manual,73.00,103.00,true,false,,,,,"",https://cdn.shopify.com/s/files/1/0880/9879/9916/files/BLANCO_-ANCLA-4MM.webp?v=1769815359,1,"",false,Cadena de Oro Laminado: Elegancia y Durabilidad a tu Alcance,Cadena de Oro Laminado: Elegancia y Durabilidad a tu Alcance,,g,,,active
cadena-granocafe-hombre,,,,,,,,,7mm/65cm,,,,,,,,'42925,0.0,shopify,49,deny,manual,82.00,117.00,true,false,,,,,"",https://cdn.shopify.com/s/files/1/0880/9879/9916/files/CADENAGRANODECAFE6MM_9d6025db-f90d-4c5a-9dae-3d53eec000b2.jpg?v=1769456069,2,"",,,,,g,,,
cadena-granocafe-hombre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0880/9879/9916/files/CADENAGRANODECAFE9MM_2.jpg?v=1769456069,3,"",,,,,,,,
cadena-granocafe-hombre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0880/9879/9916/files/CADENAGRANODECAFE7MM_2_f9a7d171-62c7-46f4-947a-3d8aabc2e778.jpg?v=1769456069,4,"",,,,,,,,
cadena-cubana-hombre,Cadena Cubana Hombre,"<p>Cadena de Oro Laminado Italiano 18K con diseño clásico y acabado brillante. Perfecta para usar sola o con otros accesorios, combina elegancia y durabilidad. Una pieza resistente que mantiene su belleza a lo largo del tiempo, ideal para realzar cualquier look. Todas nuestras joyas son contramarcadas en sus broches (por un lado el doble lingote que nos identifica y por le otro el 18K).</p>
<p>Incluye:</p>
<ul>
<li>Cadena Cubana 65 cms disponible en 2 medidas (6mm y 9mm).</li>
<li>Caja Magnética de Lujo pagando por PayU.</li>
<li>Certificado de Calidad y Garantía de por vida.</li>
</ul>",KEVIN JEWELRY,Sin categoría,Cadena,"Cadenas, Hombre, Oro laminado",true,Medida,4mm/65cm,,,,,,,,'42390,0.0,shopify,47,deny,manual,63.00,90.00,true,false,,,,,"",https://cdn.shopify.com/s/files/1/0880/9879/9916/files/CADENA_CUBANA_6MM.jpg?v=1769810448,1,"",false,Cadena de Oro Laminado: Elegancia y Durabilidad a tu Alcance,Cadena de Oro Laminado: Elegancia y Durabilidad a tu Alcance,,g,,,active
cadena-cubana-hombre,,,,,,,,,6mm/65cm,,,,,,,,'42395,0.0,shopify,49,deny,manual,73.00,103.00,true,false,,,,,"",https://cdn.shopify.com/s/files/1/0880/9879/9916/files/CADENACUBANA9MM_5.jpg?v=1769810448,2,"",,,,,g,,,
cadena-cubana-hombre,,,,,,,,,9mm/65cm,,,,,,,,'42397,0.0,shopify,48,deny,manual,82.00,117.00,true,false,,,,,"",https://cdn.shopify.com/s/files/1/0880/9879/9916/files/CADENACUBANA6MM_3.jpg?v=1769810448,3,"",,,,,kg,,,
cadena-franco,Cadena Franco,"<p>Cadena de Oro Laminado Italiano 18K con diseño clásico y acabado brillante. Perfecta para usar sola o con otros accesorios, combina elegancia y durabilidad. Una pieza resistente que mantiene su belleza a lo largo del tiempo, ideal para realzar cualquier look. Todas nuestras joyas son contramarcadas en sus broches (por un lado el doble lingote que nos identifica y por le otro el 18K).</p>
<p>Incluye:</p>
<ul>
<li>Cadena Cartier de 65 cms disponible en 2 medidas (6mm y 8.5mm).</li>
<li>Caja Magnética de Lujo pagando por PayU.</li>
<li>Certificado de Calidad y Garantía de por vida.<br>
</li>
</ul>",KEVIN JEWELRY,Ropa y accesorios > Joyería > Collares,"","Cadenas, Hombre, Oro laminado",true,Medida,4mm/65cm,,,,,,,,'43195,0.0,shopify,50,deny,manual,63.00,90.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0880/9879/9916/files/CADENA_FRANCO_6MM_2.jpg?v=1769811109,1,"",false,Cadena de Oro Laminado: Elegancia y Durabilidad a tu Alcance,Cadena de Oro Laminado: Elegancia y Durabilidad a tu Alcance,,g,,,active
cadena-franco,,,,,,,,,6mm/65cm,,,,,,,,'43200,0.0,shopify,50,deny,manual,73.00,103.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0880/9879/9916/files/BLACS-FRANCO-4MM.jpg?v=1769811109,2,"",,,,,g,,,
cadena-franco,,,,,,,,,8mm/65cm,,,,,,,,'43192,0.0,shopify,50,deny,manual,82.00,117.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0880/9879/9916/files/CADENA_FRANCO_6MM.jpg?v=1769811109,3,"",,,,,kg,,,
cadena-franco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0880/9879/9916/files/CADENAFRANCO4MM_3.jpg?v=1769811109,4,"",,,,,,,,
cadena-franco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0880/9879/9916/files/CADENAFRANCO4MM_4.jpg?v=1769811109,5,"",,,,,,,,
cadena-cruzada,Cadena Cruzada,"<p>Cadena de Oro Laminado Italiano 18K con diseño clásico y acabado brillante. Perfecta para usar sola o con otros accesorios, combina elegancia y durabilidad. Una pieza resistente que mantiene su belleza a lo largo del tiempo, ideal para realzar cualquier look. Todas nuestras joyas son contramarcadas en sus broches (por un lado el doble lingote que nos identifica y por le otro el 18K).</p>
<p>Incluye:</p>
<ul>
<li>Cadena Cartier de 65 cms disponible en 2 medidas (6mm y 8.5mm).</li>
<li>Caja Magnética de Lujo pagando por PayU.</li>
<li>Certificado de Calidad y Garantía de por vida.<br>
</li>
</ul>",KEVIN JEWELRY,Ropa y accesorios > Joyería > Collares,"","Cadenas, Hombre, Oro laminado",true,Medida,4mm/65cm,,,,,,,,'43390,0.0,shopify,49,deny,manual,63.00,87.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0880/9879/9916/files/CADENACRUZADA5MM_2.jpg?v=1767497157,1,"",false,Cadena de Oro Laminado: Elegancia y Durabilidad a tu Alcance,Cadena de Oro Laminado: Elegancia y Durabilidad a tu Alcance,,g,,,active
cadena-cruzada,,,,,,,,,6mm/65cm,,,,,,,,'43400,0.0,shopify,50,deny,manual,73.00,114.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0880/9879/9916/files/CADENACRUZADA5MM_5.jpg?v=1767497156,2,"",,,,,g,,,
cadena-cruzada,,,,,,,,,8mm/65cm,,,,,,,,,0.0,shopify,50,deny,manual,82.00,127.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0880/9879/9916/files/CADENACRUZADA5MM.jpg?v=1767497157,3,"",,,,,kg,,,
cadena-cilindro-3mm,Cadena Cilindro 3mm,"<p>Cadena de Oro Laminado Italiano 18K con diseño clásico y acabado brillante. Perfecta para usar sola o con otros accesorios, combina elegancia y durabilidad. Una pieza resistente que mantiene su belleza a lo largo del tiempo, ideal para realzar cualquier look. Todas nuestras joyas son contramarcadas en sus broches (por un lado el doble lingote que nos identifica y por le otro el 18K).</p>
<p>Incluye:</p>
<ul>
<li>Cadena Cartier de 65 cms disponible en 2 medidas (6mm y 8.5mm).</li>
<li>Caja Magnética de Lujo pagando por PayU.</li>
<li>Certificado de Calidad y Garantía de por vida.<br>
</li>
</ul>",KEVIN JEWELRY,Ropa y accesorios > Joyería > Collares,"","Cadenas, Hombre, Oro laminado",true,Medida,3mm/65cm,,,,,,,,'43630,0.0,shopify,50,deny,manual,59.00,85.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0880/9879/9916/files/CADENACILINDRO3MM.jpg?v=1767497158,1,"",false,Cadena de Oro Laminado: Elegancia y Durabilidad a tu Alcance,Cadena de Oro Laminado: Elegancia y Durabilidad a tu Alcance,,g,,,active
cadena-cilindro-3mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0880/9879/9916/files/CADENACILINDRO3MM_2.jpg?v=1767497158,2,"",,,,,,,,
cadena-caracol-4mm,Cadena Caracol 4mm,"<p>Cadena de Oro Laminado Italiano 18K con diseño clásico y acabado brillante. Perfecta para usar sola o con otros accesorios, combina elegancia y durabilidad. Una pieza resistente que mantiene su belleza a lo largo del tiempo, ideal para realzar cualquier look. Todas nuestras joyas son contramarcadas en sus broches (por un lado el doble lingote que nos identifica y por le otro el 18K).</p>
<p>Incluye:</p>
<ul>
<li>Cadena Cartier de 65 cms disponible en 2 medidas (6mm y 8.5mm).</li>
<li>Caja Magnética de Lujo pagando por PayU.</li>
<li>Certificado de Calidad y Garantía de por vida.<br>
</li>
</ul>",KEVIN JEWELRY,Ropa y accesorios > Joyería > Collares,"","Cadenas, Hombre, Oro laminado",true,Medida,4.5mm/65cm,,,,,,,,'43727,0.0,shopify,49,deny,manual,59.00,85.00,true,false,,,,,"",https://cdn.shopify.com/s/files/1/0880/9879/9916/files/CADENA_CARACOL_4MM_2.jpg?v=1769814997,1,"",false,Cadena de Oro Laminado: Elegancia y Durabilidad a tu Alcance,Cadena de Oro Laminado: Elegancia y Durabilidad a tu Alcance,,g,,,active
cadena-caracol-4mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0880/9879/9916/files/CADENA_CARACOL_4MM.jpg?v=1769814997,2,"",,,,,,,,
cadena-caracol-4mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0880/9879/9916/files/CADENACARACOL4MM.jpg?v=1769811557,3,"",,,,,,,,
cadena-cordon-3mm,Cadena Cordón 3mm,"<p>Cadena de Oro Laminado Italiano 18K con diseño clásico y acabado brillante. Perfecta para usar sola o con otros accesorios, combina elegancia y durabilidad. Una pieza resistente que mantiene su belleza a lo largo del tiempo, ideal para realzar cualquier look. Todas nuestras joyas son contramarcadas en sus broches (por un lado el doble lingote que nos identifica y por le otro el 18K).</p>
<p>Incluye:</p>
<ul>
<li>Cadena Cartier de 65 cms disponible en 2 medidas (6mm y 8.5mm).</li>
<li>Caja Magnética de Lujo pagando por PayU.</li>
<li>Certificado de Calidad y Garantía de por vida.<br>
</li>
</ul>",KEVIN JEWELRY,Ropa y accesorios > Joyería > Collares,"","Cadenas, Hombre, Oro laminado",true,Medida,4mm/65cm,,,,,,,,'44060,0.0,shopify,50,deny,manual,59.00,85.00,true,false,,,,,"",https://cdn.shopify.com/s/files/1/0880/9879/9916/files/CADENA_CORDON_4MM.jpg?v=1769812975,1,"",false,Cadena de Oro Laminado: Elegancia y Durabilidad a tu Alcance,Cadena de Oro Laminado: Elegancia y Durabilidad a tu Alcance,,g,,,active
cadena-cordon-3mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0880/9879/9916/files/CADENACORDON3MM_3.jpg?v=1769812975,2,"",,,,,,,,
pulsera-franco-hombre,Pulsera Franco Hombre,"<p>Pulsera de Oro Laminado Italiano 18K con diseño clásico y acabado brillante. Perfecta para usar sola o con otros accesorios, combina elegancia y durabilidad. Una pieza resistente que mantiene su belleza a lo largo del tiempo, ideal para realzar cualquier look. Todas nuestras joyas son contramarcadas en sus broches (por un lado el doble lingote que nos identifica y por le otro el 18K).</p>
<p>Incluye:</p>
<ul>
<li>Pulsera Veneciana de 20 cms y 4 mm de grosor.</li>
<li>Caja Magnética de Lujo pagando por PayU.</li>
<li>Certificado de Calidad y Garantía de por vida.</li>
</ul>",KEVIN JEWELRY,Ropa y accesorios > Joyería > Pulseras,"","Hombre, Oro laminado, Pulseras",true,Medida,4mm/20cm,,,,,,,,'53195,0.0,shopify,49,deny,manual,45.00,60.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0880/9879/9916/files/PULSERAFRANCO6MM.jpg?v=1767497161,1,"",false,Cadena de Oro Laminado: Elegancia y Durabilidad a tu Alcance,Cadena de Oro Laminado: Elegancia y Durabilidad a tu Alcance,,g,,,active
pulsera-franco-hombre,,,,,,,,,6mm/20cm,,,,,,,,'53200,0.0,shopify,50,deny,manual,49.00,65.00,true,false,,,,,,,,,,,,,g,,,
