Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
copia-de-candonga-torneada-pequena,Candonga Bambu,"<p data-mce-fragment=""1""><span style=""color: #ff2a00;"" data-mce-fragment=""1"" data-mce-style=""color: #ff2a00;""><strong data-mce-fragment=""1"">PAGAS AL RECIBIR</strong></span><br data-mce-fragment=""1""><br data-mce-fragment=""1""><span data-mce-fragment=""1"">GARANTÍA ❗💯 ( INCLUYE TARJETA DE GARANTIA )</span><br data-mce-fragment=""1""><span data-mce-fragment=""1"">Nuestras Joyas son producidas de acuerdo con las más estrictas normas internacionales de calidad, </span><strong data-mce-fragment=""1""><span style=""color: #ff2a00;"" data-mce-fragment=""1"" data-mce-style=""color: #ff2a00;"">CUENTA CON GARANTÍA DE 20 MESES </span></strong><span data-mce-fragment=""1"">:</span><br data-mce-fragment=""1""><span data-mce-fragment=""1"">✅ Material: Oro 18k puro laminado</span><br data-mce-fragment=""1""><span data-mce-fragment=""1"">✅ No se Pela, ni raspa</span><br data-mce-fragment=""1""><span data-mce-fragment=""1"">✅ Resistentes a todo tipo de ambiente (Mar, cremas, perfumes)</span><br data-mce-fragment=""1""><br data-mce-fragment=""1""><br data-mce-fragment=""1""><span data-mce-fragment=""1"">Todas nuestras joyas son cubiertas con 3 capas de oro 18K PURO, son resistentes al agua de mar, piscinas y sudoración 100% garantizado</span></p>
<h2 data-mce-fragment=""1""><span style=""color: #ff2a00;"" data-mce-fragment=""1"" data-mce-style=""color: #ff2a00;"">PRECIO ESPECIAL SOLO HOY - ENVIO GRATIS</span></h2>",KEVIN JEWELRY,,"","",false,Title,Default Title,,,,,,,,'70047,0.0,shopify,100,continue,manual,29.00,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0880/9879/9916/files/IMG_1803_1.jpg?v=1717436728,1,"",false,,,,kg,,,draft
copia-de-candonga-bambu,Topos Balín,"<p><strong>TOPOS BALÍN EN COMBO O INDIVIDUALES</strong></p>
<p><strong><span class=""selectable-text copyable-text"">+ 55 UNIDADES VENDIDAS</span> </strong></p>
<p><span>ULTIMAS 4 EN INVENTARIO.</span></p>
<p><strong><span class=""selectable-text copyable-text"">ORO 100% LAMINADO DE 18K - GARANTÍA DE POR VIDA - COMPRA 100% SEGURA</span></strong></p>
<p><img alt="""" src=""https://cdn.shopify.com/s/files/1/0880/9879/9916/files/ORO_18K_LAMINADO_1.png?v=1730905012""></p>",KEVIN JEWELRY,Sin categoría,"","",true,TAMAÑ0,Topos 2mm,,,,,,,,'33032,0.0,shopify,89,continue,manual,15.00,,true,false,,,,,"",https://cdn.shopify.com/s/files/1/0880/9879/9916/files/IMG_4816.jpg?v=1737745831,1,"",false,,,https://cdn.shopify.com/s/files/1/0880/9879/9916/files/IMG_4792.jpg?v=1737745253,kg,,,active
copia-de-candonga-bambu,,,,,,,,,Topos 4mm,,,,,,,,'33034,0.0,shopify,-1,continue,manual,19.00,,true,false,,,,,"",https://cdn.shopify.com/s/files/1/0880/9879/9916/files/IMG_0576.jpg?v=1737745831,2,"",,,,https://cdn.shopify.com/s/files/1/0880/9879/9916/files/IMG_4782.jpg?v=1737745253,kg,,,
copia-de-candonga-bambu,,,,,,,,,Topos 6mm,,,,,,,,'34011,0.0,shopify,0,continue,manual,22.00,,true,false,,,,,"",https://cdn.shopify.com/s/files/1/0880/9879/9916/files/IMG_4782.jpg?v=1737745253,3,"",,,,https://cdn.shopify.com/s/files/1/0880/9879/9916/files/IMG_4793.jpg?v=1737745253,kg,,,
copia-de-candonga-bambu,,,,,,,,,Topos 8mm,,,,,,,,'34012,0.0,shopify,-2,continue,manual,25.00,,true,false,,,,,"",https://cdn.shopify.com/s/files/1/0880/9879/9916/files/IMG_4792.jpg?v=1737745253,4,"",,,,https://cdn.shopify.com/s/files/1/0880/9879/9916/files/IMG_4810.jpg?v=1737745253,kg,,,
copia-de-candonga-bambu,,,,,,,,,COMBO X3,,,,,,,,"",0.0,shopify,0,continue,manual,45.00,60.00,true,false,,,,,"",https://cdn.shopify.com/s/files/1/0880/9879/9916/files/IMG_4810.jpg?v=1737745253,5,"",,,,https://cdn.shopify.com/s/files/1/0880/9879/9916/files/IMG_4816.jpg?v=1737745831,kg,,,
copia-de-candonga-bambu,,,,,,,,,COMBO X4,,,,,,,,33032 - 33034 - 34011 -34012,0.0,shopify,-1,continue,manual,49.00,65.00,true,false,,,,,"",https://cdn.shopify.com/s/files/1/0880/9879/9916/files/IMG_4793.jpg?v=1737745253,6,"",,,,https://cdn.shopify.com/s/files/1/0880/9879/9916/files/IMG_0576.jpg?v=1737745831,kg,,,
copia-de-candonga-bambu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0880/9879/9916/files/IMG_4817.jpg?v=1737745236,7,"",,,,,,,,
copia-de-topo-balin-6mm,Candonga Lisa Grande,"<p data-mce-fragment=""1""><span style=""color: #ff2a00;"" data-mce-fragment=""1"" data-mce-style=""color: #ff2a00;""><strong data-mce-fragment=""1"">PAGAS AL RECIBIR</strong></span><br data-mce-fragment=""1""><br data-mce-fragment=""1""><span data-mce-fragment=""1"">GARANTÍA ❗💯 ( INCLUYE TARJETA DE GARANTIA )</span><br data-mce-fragment=""1""><span data-mce-fragment=""1"">Nuestras Joyas son producidas de acuerdo con las más estrictas normas internacionales de calidad, </span><strong data-mce-fragment=""1""><span style=""color: #ff2a00;"" data-mce-fragment=""1"" data-mce-style=""color: #ff2a00;"">CUENTA CON GARANTÍA DE 20 MESES </span></strong><span data-mce-fragment=""1"">:</span><br data-mce-fragment=""1""><span data-mce-fragment=""1"">✅ Material: Oro 18k puro laminado</span><br data-mce-fragment=""1""><span data-mce-fragment=""1"">✅ No se Pela, ni raspa</span><br data-mce-fragment=""1""><span data-mce-fragment=""1"">✅ Resistentes a todo tipo de ambiente (Mar, cremas, perfumes)</span><br data-mce-fragment=""1""><br data-mce-fragment=""1""><br data-mce-fragment=""1""><span data-mce-fragment=""1"">Todas nuestras joyas son cubiertas con 3 capas de oro 18K PURO, son resistentes al agua de mar, piscinas y sudoración 100% garantizado</span></p>
<h2 data-mce-fragment=""1""><span style=""color: #ff2a00;"" data-mce-fragment=""1"" data-mce-style=""color: #ff2a00;"">PRECIO ESPECIAL SOLO HOY - ENVIO GRATIS</span></h2>",KEVIN JEWELRY,Sin categoría,"","",true,Title,Default Title,,,,,,,,'71115,0.0,shopify,95,continue,manual,29.00,42.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0880/9879/9916/files/DSC_0120.jpg?v=1717436736,1,"",false,,,,kg,,,active
copia-de-candonga-lisa-grande,Candonga Corrugada Medina,"<p data-mce-fragment=""1""><span style=""color: #ff2a00;"" data-mce-fragment=""1"" data-mce-style=""color: #ff2a00;""><strong data-mce-fragment=""1"">PAGAS AL RECIBIR</strong></span><br data-mce-fragment=""1""><br data-mce-fragment=""1""><span data-mce-fragment=""1"">GARANTÍA ❗💯 ( INCLUYE TARJETA DE GARANTIA )</span><br data-mce-fragment=""1""><span data-mce-fragment=""1"">Nuestras Joyas son producidas de acuerdo con las más estrictas normas internacionales de calidad, </span><strong data-mce-fragment=""1""><span style=""color: #ff2a00;"" data-mce-fragment=""1"" data-mce-style=""color: #ff2a00;"">CUENTA CON GARANTÍA DE 20 MESES </span></strong><span data-mce-fragment=""1"">:</span><br data-mce-fragment=""1""><span data-mce-fragment=""1"">✅ Material: Oro 18k puro laminado</span><br data-mce-fragment=""1""><span data-mce-fragment=""1"">✅ No se Pela, ni raspa</span><br data-mce-fragment=""1""><span data-mce-fragment=""1"">✅ Resistentes a todo tipo de ambiente (Mar, cremas, perfumes)</span><br data-mce-fragment=""1""><br data-mce-fragment=""1""><br data-mce-fragment=""1""><span data-mce-fragment=""1"">Todas nuestras joyas son cubiertas con 3 capas de oro 18K PURO, son resistentes al agua de mar, piscinas y sudoración 100% garantizado</span></p>
<h2 data-mce-fragment=""1""><span style=""color: #ff2a00;"" data-mce-fragment=""1"" data-mce-style=""color: #ff2a00;"">PRECIO ESPECIAL SOLO HOY - ENVIO GRATIS</span></h2>",KEVIN JEWELRY,,"","",true,Title,Default Title,,,,,,,,'71149,0.0,shopify,100,continue,manual,29.00,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0880/9879/9916/files/IMG_1372.jpg?v=1717436741,1,"",false,,,,kg,,,active
pulsera-tenis-3mm-copia,Pulsera Escalera Plana 4mm,"<p data-mce-fragment=""1""><span style=""color: #ff2a00;"" data-mce-fragment=""1""><strong data-mce-fragment=""1""><span style=""vertical-align: inherit;""><span style=""vertical-align: inherit;"">PAGAS AL RECIBIR</span></span></strong></span><br data-mce-fragment=""1""><br data-mce-fragment=""1""><span data-mce-fragment=""1""><span style=""vertical-align: inherit;""><span style=""vertical-align: inherit;""> GARANTÍA ❗💯 ( INCLUYE TARJETA DE GARANTIA ) </span></span></span><br data-mce-fragment=""1""><span data-mce-fragment=""1""><span style=""vertical-align: inherit;""><span style=""vertical-align: inherit;"">Nuestras Joyas son producidas de acuerdo con las más estrictas normas internacionales de calidad,  </span></span></span><strong data-mce-fragment=""1""><span style=""color: #ff2a00;"" data-mce-fragment=""1""><span style=""vertical-align: inherit;""><span style=""vertical-align: inherit;"">CUENTA CON GARANTÍA DE POR VIDA </span></span></span></strong><span data-mce-fragment=""1""><span style=""vertical-align: inherit;""><span style=""vertical-align: inherit;""> : </span></span></span><br data-mce-fragment=""1""><span data-mce-fragment=""1""><span style=""vertical-align: inherit;""><span style=""vertical-align: inherit;"">✅ Material: Oro 18k puro laminado </span></span></span><br data-mce-fragment=""1""><span data-mce-fragment=""1""><span style=""vertical-align: inherit;""><span style=""vertical-align: inherit;"">✅ No se Pela, ni raspa </span></span></span><br data-mce-fragment=""1""><span data-mce-fragment=""1""><span style=""vertical-align: inherit;""><span style=""vertical-align: inherit;"">✅ Resistentes a todo tipo de ambiente (Mar, cremas, perfumes) </span></span></span><br data-mce-fragment=""1""><br data-mce-fragment=""1""><br data-mce-fragment=""1""><span data-mce-fragment=""1""><span style=""vertical-align: inherit;""><span style=""vertical-align: inherit;"">Todas nuestras joyas son cubiertas con 3 capas de oro 18K PURO, son resistentes al agua de mar, piscinas y sudoración 100% garantizado</span></span></span></p>
<h2 data-mce-fragment=""1"">
<span style=""color: #ff2a00;"" data-mce-fragment=""1""><span style=""vertical-align: inherit;""><span style=""vertical-align: inherit;"">PRECIO ESPECIAL SOLO HOY - ENVIO GRATIS</span></span></span><span style=""color: #ff2a00;"" data-mce-fragment=""1""><img alt="""" src=""https://cdn.shopify.com/s/files/1/0668/1205/1749/files/WhatsAppImage2022-11-19at9.23.02AM_480x480.jpg?v=1668880553"" width=""389"" height=""171"" data-mce-fragment=""1""></span>
</h2>",KEVIN JEWELRY,Sin categoría,"","",true,Tamaño,20cm,,,,,,,,'54936,500.0,shopify,92,continue,manual,49.00,75.00,true,false,,,,,"",https://cdn.shopify.com/s/files/1/0880/9879/9916/files/5_1dbc8f1c-697f-4d2f-ad94-906f56cf9511.jpg?v=1737401483,1,"",false,,,,kg,,,active
pulsera-balin-diamantada,Pulsera Balín Diamantada #8,"<p data-mce-fragment=""1""><span style=""color: #ff2a00;"" data-mce-fragment=""1""><strong data-mce-fragment=""1""><span style=""vertical-align: inherit;""><span style=""vertical-align: inherit;"">PAGAS AL RECIBIR</span></span></strong></span><br data-mce-fragment=""1""><br data-mce-fragment=""1""><span data-mce-fragment=""1""><span style=""vertical-align: inherit;""><span style=""vertical-align: inherit;""> GARANTÍA ❗💯 ( INCLUYE TARJETA DE GARANTIA ) </span></span></span><br data-mce-fragment=""1""><span data-mce-fragment=""1""><span style=""vertical-align: inherit;""><span style=""vertical-align: inherit;"">Nuestras Joyas son producidas de acuerdo con las más estrictas normas internacionales de calidad,  </span></span></span><strong data-mce-fragment=""1""><span style=""color: #ff2a00;"" data-mce-fragment=""1""><span style=""vertical-align: inherit;""><span style=""vertical-align: inherit;"">CUENTA CON GARANTÍA DE POR VIDA </span></span></span></strong><span data-mce-fragment=""1""><span style=""vertical-align: inherit;""><span style=""vertical-align: inherit;""> : </span></span></span><br data-mce-fragment=""1""><span data-mce-fragment=""1""><span style=""vertical-align: inherit;""><span style=""vertical-align: inherit;"">✅ Material: Oro 18k puro laminado </span></span></span><br data-mce-fragment=""1""><span data-mce-fragment=""1""><span style=""vertical-align: inherit;""><span style=""vertical-align: inherit;"">✅ No se Pela, ni raspa </span></span></span><br data-mce-fragment=""1""><span data-mce-fragment=""1""><span style=""vertical-align: inherit;""><span style=""vertical-align: inherit;"">✅ Resistentes a todo tipo de ambiente (Mar, cremas, perfumes) </span></span></span><br data-mce-fragment=""1""><br data-mce-fragment=""1""><br data-mce-fragment=""1""><span data-mce-fragment=""1""><span style=""vertical-align: inherit;""><span style=""vertical-align: inherit;"">Todas nuestras joyas son cubiertas con 3 capas de oro 18K PURO, son resistentes al agua de mar, piscinas y sudoración 100% garantizado</span></span></span></p>
<h2 data-mce-fragment=""1"">
<span style=""color: #ff2a00;"" data-mce-fragment=""1""><span style=""vertical-align: inherit;""><span style=""vertical-align: inherit;"">PRECIO ESPECIAL SOLO HOY - ENVIO GRATIS</span></span></span><span style=""color: #ff2a00;"" data-mce-fragment=""1""><img alt="""" src=""https://cdn.shopify.com/s/files/1/0668/1205/1749/files/WhatsAppImage2022-11-19at9.23.02AM_480x480.jpg?v=1668880553"" width=""389"" height=""171"" data-mce-fragment=""1""></span>
</h2>",KEVIN JEWELRY,Sin categoría,"","",true,COLOR,1 NEGRA,,,,,,,,'1065,500.0,shopify,-67,continue,manual,55.00,89.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0880/9879/9916/files/9dc0c18e-644f-4b1c-95cb-3ee6d8befcb6.jpg?v=1748476512,1,"",false,,,https://cdn.shopify.com/s/files/1/0880/9879/9916/files/PHOTO-2021-06-09-10-32-03.jpg?v=1775866625,kg,,,active
pulsera-balin-diamantada,,,,,,,,,1 ROJA,,,,,,,,,500.0,shopify,45,continue,manual,55.00,89.00,true,false,,,,,"",https://cdn.shopify.com/s/files/1/0880/9879/9916/files/BALIN_DIAMANTADA_8MM_2.jpg?v=1775866542,2,"",,,,https://cdn.shopify.com/s/files/1/0880/9879/9916/files/9dc0c18e-644f-4b1c-95cb-3ee6d8befcb6.jpg?v=1748476512,kg,,,
pulsera-balin-diamantada,,,,,,,,,2 NEGRAS,,,,,,,,,500.0,shopify,46,continue,manual,66.00,178.00,true,false,,,,,"",https://cdn.shopify.com/s/files/1/0880/9879/9916/files/BALIN_DIAMANTADA_8MM.jpg?v=1775866608,3,"",,,,https://cdn.shopify.com/s/files/1/0880/9879/9916/files/BALIN_DIAMANTADA_8MM.jpg?v=1775866608,kg,,,
pulsera-balin-diamantada,,,,,,,,,2 ROJAS,,,,,,,,,500.0,shopify,48,continue,manual,66.00,178.00,true,false,,,,,"",https://cdn.shopify.com/s/files/1/0880/9879/9916/files/PHOTO-2021-06-09-10-32-03.jpg?v=1775866625,4,"",,,,https://cdn.shopify.com/s/files/1/0880/9879/9916/files/BALIN_DIAMANTADA_8MM_2.jpg?v=1775866542,kg,,,
pulsera-balin-diamantada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0880/9879/9916/files/DSC_0040.jpg?v=1775866683,5,"",,,,,,,,
pulsera-balin-diamantada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0880/9879/9916/files/DSC_0037.jpg?v=1775866704,6,"",,,,,,,,
pulsera-balin-diamantada-6,Pulsera Balín Diamantada #6,"<p data-mce-fragment=""1""><span style=""color: #ff2a00;"" data-mce-fragment=""1""><strong data-mce-fragment=""1""><span style=""vertical-align: inherit;""><span style=""vertical-align: inherit;"">PAGAS AL RECIBIR</span></span></strong></span><br data-mce-fragment=""1""><br data-mce-fragment=""1""><span data-mce-fragment=""1""><span style=""vertical-align: inherit;""><span style=""vertical-align: inherit;""> GARANTÍA ❗💯 ( INCLUYE TARJETA DE GARANTIA ) </span></span></span><br data-mce-fragment=""1""><span data-mce-fragment=""1""><span style=""vertical-align: inherit;""><span style=""vertical-align: inherit;"">Nuestras Joyas son producidas de acuerdo con las más estrictas normas internacionales de calidad,  </span></span></span><strong data-mce-fragment=""1""><span style=""color: #ff2a00;"" data-mce-fragment=""1""><span style=""vertical-align: inherit;""><span style=""vertical-align: inherit;"">CUENTA CON GARANTÍA DE POR VIDA </span></span></span></strong><span data-mce-fragment=""1""><span style=""vertical-align: inherit;""><span style=""vertical-align: inherit;""> : </span></span></span><br data-mce-fragment=""1""><span data-mce-fragment=""1""><span style=""vertical-align: inherit;""><span style=""vertical-align: inherit;"">✅ Material: Oro 18k puro laminado </span></span></span><br data-mce-fragment=""1""><span data-mce-fragment=""1""><span style=""vertical-align: inherit;""><span style=""vertical-align: inherit;"">✅ No se Pela, ni raspa </span></span></span><br data-mce-fragment=""1""><span data-mce-fragment=""1""><span style=""vertical-align: inherit;""><span style=""vertical-align: inherit;"">✅ Resistentes a todo tipo de ambiente (Mar, cremas, perfumes) </span></span></span><br data-mce-fragment=""1""><br data-mce-fragment=""1""><br data-mce-fragment=""1""><span data-mce-fragment=""1""><span style=""vertical-align: inherit;""><span style=""vertical-align: inherit;"">Todas nuestras joyas son cubiertas con 3 capas de oro 18K PURO, son resistentes al agua de mar, piscinas y sudoración 100% garantizado</span></span></span></p>
<h2 data-mce-fragment=""1"">
<span style=""color: #ff2a00;"" data-mce-fragment=""1""><span style=""vertical-align: inherit;""><span style=""vertical-align: inherit;"">PRECIO ESPECIAL SOLO HOY - ENVIO GRATIS</span></span></span><span style=""color: #ff2a00;"" data-mce-fragment=""1""><img alt="""" src=""https://cdn.shopify.com/s/files/1/0668/1205/1749/files/WhatsAppImage2022-11-19at9.23.02AM_480x480.jpg?v=1668880553"" width=""389"" height=""171"" data-mce-fragment=""1""></span>
</h2>",KEVIN JEWELRY,Sin categoría,"","",true,Title,Default Title,,,,,,,,'1007,500.0,shopify,-2,continue,manual,65.00,101.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0880/9879/9916/files/9dc0c18e-644f-4b1c-95cb-3ee6d8befcb6.jpg?v=1748476512,1,"",false,,,,kg,,,active
pulsera-balin-diamantada-6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0880/9879/9916/files/PHOTO-2021-06-09-10-32-03.jpg?v=1775866625,2,"",,,,,,,,
pulsera-balin-diamantada-6-copia,Pulsera Balín Diamantada,"<p data-mce-fragment=""1""><span style=""color: #ff2a00;"" data-mce-fragment=""1""><strong data-mce-fragment=""1""><span style=""vertical-align: inherit;""><span style=""vertical-align: inherit;"">PAGAS AL RECIBIR</span></span></strong></span><br data-mce-fragment=""1""><br data-mce-fragment=""1""><span data-mce-fragment=""1""><span style=""vertical-align: inherit;""><span style=""vertical-align: inherit;""> GARANTÍA ❗💯 ( INCLUYE TARJETA DE GARANTIA ) </span></span></span><br data-mce-fragment=""1""><span data-mce-fragment=""1""><span style=""vertical-align: inherit;""><span style=""vertical-align: inherit;"">Nuestras Joyas son producidas de acuerdo con las más estrictas normas internacionales de calidad,  </span></span></span><strong data-mce-fragment=""1""><span style=""color: #ff2a00;"" data-mce-fragment=""1""><span style=""vertical-align: inherit;""><span style=""vertical-align: inherit;"">CUENTA CON GARANTÍA DE POR VIDA </span></span></span></strong><span data-mce-fragment=""1""><span style=""vertical-align: inherit;""><span style=""vertical-align: inherit;""> : </span></span></span><br data-mce-fragment=""1""><span data-mce-fragment=""1""><span style=""vertical-align: inherit;""><span style=""vertical-align: inherit;"">✅ Material: Oro 18k puro laminado </span></span></span><br data-mce-fragment=""1""><span data-mce-fragment=""1""><span style=""vertical-align: inherit;""><span style=""vertical-align: inherit;"">✅ No se Pela, ni raspa </span></span></span><br data-mce-fragment=""1""><span data-mce-fragment=""1""><span style=""vertical-align: inherit;""><span style=""vertical-align: inherit;"">✅ Resistentes a todo tipo de ambiente (Mar, cremas, perfumes) </span></span></span><br data-mce-fragment=""1""><br data-mce-fragment=""1""><br data-mce-fragment=""1""><span data-mce-fragment=""1""><span style=""vertical-align: inherit;""><span style=""vertical-align: inherit;"">Todas nuestras joyas son cubiertas con 3 capas de oro 18K PURO, son resistentes al agua de mar, piscinas y sudoración 100% garantizado</span></span></span></p>
<h2 data-mce-fragment=""1"">
<span style=""color: #ff2a00;"" data-mce-fragment=""1""><span style=""vertical-align: inherit;""><span style=""vertical-align: inherit;"">PRECIO ESPECIAL SOLO HOY - ENVIO GRATIS</span></span></span><span style=""color: #ff2a00;"" data-mce-fragment=""1""><img alt="""" src=""https://cdn.shopify.com/s/files/1/0668/1205/1749/files/WhatsAppImage2022-11-19at9.23.02AM_480x480.jpg?v=1668880553"" width=""389"" height=""171"" data-mce-fragment=""1""></span>
</h2>",KEVIN JEWELRY,Sin categoría,"","",true,Title,Default Title,,,,,,,,'1067,500.0,shopify,-5,continue,manual,65.00,100.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0880/9879/9916/files/036aa257-9eed-4cf0-920b-386043767b08.jpg?v=1753130765,1,"",false,,,,kg,,,active
pulsera-balin-diamantada-6-copia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0880/9879/9916/files/BALIN_DIAMANTADA_8MM_Y_4MM.jpg?v=1754690473,2,"",,,,,,,,
pulsera-balin-diamantada-6-copia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0880/9879/9916/files/5e1cd2e4-83d0-42cd-a558-13849f697c5d.jpg?v=1754690473,3,"",,,,,,,,
pulsera-balin-diamantada-6-copia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0880/9879/9916/files/52b38198-6f18-4afa-a493-38483ec21ade.jpg?v=1754690473,4,"",,,,,,,,
pulsera-balin-7-nudos,Pulsera Balín 7 Nudos,"<p data-mce-fragment=""1""><span style=""color: #ff2a00;"" data-mce-fragment=""1""><strong data-mce-fragment=""1""><span style=""vertical-align: inherit;""><span style=""vertical-align: inherit;"">PAGAS AL RECIBIR</span></span></strong></span><br data-mce-fragment=""1""><br data-mce-fragment=""1""><span data-mce-fragment=""1""><span style=""vertical-align: inherit;""><span style=""vertical-align: inherit;""> GARANTÍA ❗💯 ( INCLUYE TARJETA DE GARANTIA ) </span></span></span><br data-mce-fragment=""1""><span data-mce-fragment=""1""><span style=""vertical-align: inherit;""><span style=""vertical-align: inherit;"">Nuestras Joyas son producidas de acuerdo con las más estrictas normas internacionales de calidad,  </span></span></span><strong data-mce-fragment=""1""><span style=""color: #ff2a00;"" data-mce-fragment=""1""><span style=""vertical-align: inherit;""><span style=""vertical-align: inherit;"">CUENTA CON GARANTÍA DE POR VIDA </span></span></span></strong><span data-mce-fragment=""1""><span style=""vertical-align: inherit;""><span style=""vertical-align: inherit;""> : </span></span></span><br data-mce-fragment=""1""><span data-mce-fragment=""1""><span style=""vertical-align: inherit;""><span style=""vertical-align: inherit;"">✅ Material: Oro 18k puro laminado </span></span></span><br data-mce-fragment=""1""><span data-mce-fragment=""1""><span style=""vertical-align: inherit;""><span style=""vertical-align: inherit;"">✅ No se Pela, ni raspa </span></span></span><br data-mce-fragment=""1""><span data-mce-fragment=""1""><span style=""vertical-align: inherit;""><span style=""vertical-align: inherit;"">✅ Resistentes a todo tipo de ambiente (Mar, cremas, perfumes) </span></span></span><br data-mce-fragment=""1""><br data-mce-fragment=""1""><br data-mce-fragment=""1""><span data-mce-fragment=""1""><span style=""vertical-align: inherit;""><span style=""vertical-align: inherit;"">Todas nuestras joyas son cubiertas con 3 capas de oro 18K PURO, son resistentes al agua de mar, piscinas y sudoración 100% garantizado</span></span></span></p>
<h2 data-mce-fragment=""1"">
<span style=""color: #ff2a00;"" data-mce-fragment=""1""><span style=""vertical-align: inherit;""><span style=""vertical-align: inherit;"">PRECIO ESPECIAL SOLO HOY - ENVIO GRATIS</span></span></span><span style=""color: #ff2a00;"" data-mce-fragment=""1""><img alt="""" src=""https://cdn.shopify.com/s/files/1/0668/1205/1749/files/WhatsAppImage2022-11-19at9.23.02AM_480x480.jpg?v=1668880553"" width=""389"" height=""171"" data-mce-fragment=""1""></span>
</h2>",KEVIN JEWELRY,Sin categoría,"","",true,Title,Default Title,,,,,,,,'1051,500.0,shopify,76,continue,manual,62.00,85.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0880/9879/9916/files/IMG_6525.jpg?v=1748475849,1,"",false,,,,kg,,,active
cadena-singapur,CADENA SINGAPUR,"<p data-mce-fragment=""1""><span style=""color: #ff2a00;"" data-mce-style=""color: #ff2a00;"" data-mce-fragment=""1""><strong data-mce-fragment=""1"">PAGAS AL RECIBIR</strong></span><br data-mce-fragment=""1""><br data-mce-fragment=""1""><span data-mce-fragment=""1"">GARANTÍA ❗💯 ( INCLUYE TARJETA DE GARANTIA )</span><br data-mce-fragment=""1""><span data-mce-fragment=""1"">Nuestras Joyas son producidas de acuerdo con las más estrictas normas internacionales de calidad, </span><strong data-mce-fragment=""1""><span style=""color: #ff2a00;"" data-mce-style=""color: #ff2a00;"" data-mce-fragment=""1"">CUENTA CON GARANTÍA DE 20 MESES </span></strong><span data-mce-fragment=""1"">:</span><br data-mce-fragment=""1""><span data-mce-fragment=""1"">✅ Material: Oro 18k puro laminado</span><br data-mce-fragment=""1""><span data-mce-fragment=""1"">✅ No se Pela, ni raspa</span><br data-mce-fragment=""1""><span data-mce-fragment=""1"">✅ Resistentes a todo tipo de ambiente (Mar, cremas, perfumes)</span><br data-mce-fragment=""1""><br data-mce-fragment=""1""><br data-mce-fragment=""1""><span data-mce-fragment=""1"">Todas nuestras joyas son cubiertas con 3 capas de oro 18K PURO, son resistentes al agua de mar, piscinas y sudoración 100% garantizado</span></p>
<h2 data-mce-fragment=""1"">
<span style=""color: #ff2a00;"" data-mce-style=""color: #ff2a00;"" data-mce-fragment=""1"">PRECIO ESPECIAL SOLO HOY - ENVIO GRATIS</span><span style=""color: #ff2a00;"" data-mce-style=""color: #ff2a00;"" data-mce-fragment=""1""><img height=""171"" width=""389"" src=""https://cdn.shopify.com/s/files/1/0668/1205/1749/files/WhatsAppImage2022-11-19at9.23.02AM_480x480.jpg?v=1668880553"" alt="""" data-mce-src=""https://cdn.shopify.com/s/files/1/0668/1205/1749/files/WhatsAppImage2022-11-19at9.23.02AM_480x480.jpg?v=1668880553"" data-mce-fragment=""1""></span>
</h2>",KEVIN JEWELRY,Sin categoría,"","",true,Title,Default Title,,,,,,,,'44543,0.0,shopify,-42,continue,manual,49.00,70.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0880/9879/9916/files/DSC_0234.jpg?v=1753127719,1,"",false,,,,kg,,,active
cadena-singapur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0880/9879/9916/files/DSC_0231.jpg?v=1753127719,2,"",,,,,,,,
